TinhTrangBDS,PhongNgu,PhongTam,Loai,GiayTo,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,CanGoc,DienTich_m2,Gia,Quan,Gia_m2,TongPhong,DienTich_per_Phong,TyLe_Ngu_Tam,Log_Gia
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác, Nam,KXĐ,72.0,2.65,Huyện Bình Chánh,0.03680555555555556,4.0,24.0,0.6666666666666666,1.2947271675944
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đang chờ sổ,Cao cấp,Khác,Khác,KXĐ,48.5,2.2,Thành phố Thủ Đức,0.04536082474226805,2.0,24.25,0.5,1.1631508098056809
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Cơ bản,Khác,Khác,Phải,54.0,0.65,Khác,0.012037037037037037,3.0,18.0,1.0,0.5007752879124893
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,90.0,5.1,Quận Tân Bình,0.056666666666666664,5.0,22.5,1.0,1.8082887711792655
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,75.0,3.65,Thành phố Thủ Đức,0.048666666666666664,4.0,25.0,0.6666666666666666,1.536867219599265
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,92.09,1.85,Khác,0.020089043327179933,4.0,30.69666666666667,0.6666666666666666,1.0473189942805592
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô, Tây, Nam,KXĐ,76.0,1.9,Thành phố Thủ Đức,0.024999999999999998,4.0,25.333333333333332,0.6666666666666666,1.0647107369924282
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô, Tây Bắc, Bắc,KXĐ,80.0,3.6,Khác,0.045,4.0,26.666666666666668,0.6666666666666666,1.5260563034950492
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,67.0,2.65,Thành phố Thủ Đức,0.03955223880597015,4.0,22.333333333333332,0.6666666666666666,1.2947271675944
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ,Khác,Khác,KXĐ,56.0,2.1,Huyện Bình Chánh,0.0375,3.0,18.666666666666668,1.0,1.1314021114911006
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,Phải,72.25,2.1,Khác,0.02906574394463668,4.0,24.083333333333332,0.6666666666666666,1.1314021114911006
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp, Đông Bắc, Tây Nam,KXĐ,73.6,3.85,Quận Tân Phú,0.052309782608695655,4.0,24.53333333333333,0.6666666666666666,1.5789787049493917
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,72.0,1.815,Khác,0.025208333333333333,4.0,24.0,0.6666666666666666,1.0349622615916536
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Đông Bắc, Tây Nam,Phải,97.0,3.55,Khác,0.03659793814432989,4.0,32.333333333333336,0.6666666666666666,1.5151272329628591
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản,Khác,Khác,KXĐ,63.0,1.6,Quận Bình Tân,0.025396825396825397,4.0,21.0,0.6666666666666666,0.9555114450274363
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản,Khác,Khác,KXĐ,70.0,2.5,Quận Tân Phú,0.03571428571428571,4.0,23.333333333333332,0.6666666666666666,1.252762968495368
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô, Đông Nam, Bắc,Phải,75.0,3.15,Thành phố Thủ Đức,0.041999999999999996,5.0,18.75,1.0,1.423108334242607
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp,Khác,Khác,KXĐ,62.0,1.7,Khác,0.027419354838709678,4.0,20.666666666666668,0.6666666666666666,0.9932517730102833
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ, Tây Bắc, Đông Nam,KXĐ,64.0,2.1,Quận Tân Phú,0.0328125,4.0,21.333333333333332,0.6666666666666666,1.1314021114911006
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ, Bắc, Nam,Phải,77.0,3.45,Khác,0.044805194805194806,4.0,25.666666666666668,0.6666666666666666,1.4929040961781488
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,68.5,2.6,Thành phố Thủ Đức,0.03795620437956204,4.0,22.833333333333332,0.6666666666666666,1.2809338454620642
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,90.0,2.88,Thành phố Thủ Đức,0.032,5.0,22.5,1.0,1.355835153635182
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,73.0,1.86,Thành phố Thủ Đức,0.025479452054794523,4.0,24.333333333333332,0.6666666666666666,1.0508216248317612
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,Phải,68.0,2.2,Khác,0.03235294117647059,3.0,22.666666666666668,1.0,1.1631508098056809
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Nam, Bắc,Phải,99.0,2.1,Khác,0.021212121212121213,4.0,33.0,0.6666666666666666,1.1314021114911006
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp, Đông Bắc, Tây Nam,Phải,78.0,0.8,Khác,0.010256410256410256,4.0,26.0,0.6666666666666666,0.5877866649021191
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,90.0,2.6,Thành phố Thủ Đức,0.02888888888888889,5.0,22.5,1.0,1.2809338454620642
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô, Đông Nam, Đông Bắc,KXĐ,63.0,1.8,Quận Bình Tân,0.02857142857142857,4.0,21.0,0.6666666666666666,1.0296194171811581
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,90.0,2.2,Thành phố Thủ Đức,0.024444444444444446,5.0,22.5,1.0,1.1631508098056809
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Cao cấp, Tây Bắc, Đông Nam,Phải,87.21,2.2,Thành phố Thủ Đức,0.025226464854947832,4.0,29.069999999999997,0.6666666666666666,1.1631508098056809
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,79.0,2.4,Khác,0.030379746835443037,4.0,26.333333333333332,0.6666666666666666,1.2237754316221157
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông Nam, Tây Bắc,KXĐ,55.0,1.84,Thành phố Thủ Đức,0.03345454545454546,3.0,18.333333333333332,1.0,1.0438040521731147
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,59.0,1.7,Thành phố Thủ Đức,0.0288135593220339,4.0,19.666666666666668,0.6666666666666666,0.9932517730102833
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Nam, Bắc,Phải,64.0,1.72,Quận Bình Tân,0.026875,4.0,21.333333333333332,0.6666666666666666,1.000631880307906
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản,Khác,Khác,KXĐ,63.0,1.6,Quận Bình Tân,0.025396825396825397,4.0,21.0,0.6666666666666666,0.9555114450274363
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp, Tây Bắc, Đông Nam,KXĐ,62.0,2.5,Quận Gò Vấp,0.04032258064516129,4.0,20.666666666666668,0.6666666666666666,1.252762968495368
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,55.0,1.5,Huyện Bình Chánh,0.02727272727272727,4.0,18.333333333333332,0.6666666666666666,0.9162907318741551
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Đông Nam, Đông,KXĐ,62.0,1.8,Thành phố Thủ Đức,0.02903225806451613,4.0,20.666666666666668,0.6666666666666666,1.0296194171811581
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,56.0,1.8,Thành phố Thủ Đức,0.03214285714285715,4.0,18.666666666666668,0.6666666666666666,1.0296194171811581
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,56.0,3.2,Thành phố Thủ Đức,0.05714285714285715,3.0,18.666666666666668,1.0,1.4350845252893227
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,74.0,3.85,Quận Tân Bình,0.05202702702702703,4.0,24.666666666666668,0.6666666666666666,1.5789787049493917
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đã có sổ,Đầy đủ, Đông Nam, Tây Nam,Phải,88.0,3.4,Thành phố Thủ Đức,0.038636363636363635,5.0,22.0,1.0,1.4816045409242156
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ,Khác,Khác,KXĐ,49.0,1.75,Thành phố Thủ Đức,0.03571428571428571,3.0,16.333333333333332,1.0,1.0116009116784799
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,56.0,1.8,Khác,0.03214285714285715,4.0,18.666666666666668,0.6666666666666666,1.0296194171811581
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô, Đông,Khác,KXĐ,61.0,1.6,Khác,0.02622950819672131,4.0,20.333333333333332,0.6666666666666666,0.9555114450274363
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,58.0,1.85,Thành phố Thủ Đức,0.03189655172413793,4.0,19.333333333333332,0.6666666666666666,1.0473189942805592
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản,Khác,Khác,KXĐ,85.0,3.1,Thành phố Thủ Đức,0.036470588235294116,4.0,28.333333333333332,0.6666666666666666,1.410986973710262
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Nam, Bắc,KXĐ,56.35,1.337,Thành phố Thủ Đức,0.02372670807453416,4.0,18.783333333333335,0.6666666666666666,0.848868055556721
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,60.0,2.05,Thành phố Thủ Đức,0.034166666666666665,4.0,20.0,0.6666666666666666,1.1151415906193203
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,75.0,1.75,Thành phố Thủ Đức,0.023333333333333334,4.0,25.0,0.6666666666666666,1.0116009116784799
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô, Tây Bắc,Khác,Phải,34.0,1.88,Khác,0.05529411764705882,4.0,11.333333333333334,0.6666666666666666,1.0577902941478545
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,51.0,1.95,Quận Bình Tân,0.038235294117647055,2.0,25.5,0.5,1.0818051703517284
 Chưa bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô, Đông Nam, Tây Bắc,KXĐ,101.0,0.049,Thành phố Thủ Đức,0.00048514851485148515,5.0,25.25,1.0,0.04783732941416013
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Đầy đủ, Bắc, Bắc,KXĐ,58.0,1.95,Quận Bình Thạnh,0.03362068965517241,4.0,19.333333333333332,0.6666666666666666,1.0818051703517284
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,74.0,2.379,Thành phố Thủ Đức,0.03214864864864865,4.0,24.666666666666668,0.6666666666666666,1.217579807732153
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp,Khác,Khác,Phải,85.0,4.78,Quận Phú Nhuận,0.056235294117647064,5.0,21.25,1.0,1.7544036826842861
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô, Tây Bắc, Đông Nam,KXĐ,61.0,1.29,Thành phố Thủ Đức,0.021147540983606557,4.0,20.333333333333332,0.6666666666666666,0.8285518175661483
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,Phải,72.25,2.1,Khác,0.02906574394463668,4.0,24.083333333333332,0.6666666666666666,1.1314021114911006
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,73.0,1.95,Khác,0.026712328767123285,5.0,18.25,1.0,1.0818051703517284
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,53.0,1.5,Thành phố Thủ Đức,0.02830188679245283,3.0,17.666666666666668,1.0,0.9162907318741551
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô, Đông Nam, Đông Nam,KXĐ,75.0,2.58,Quận Bình Tân,0.0344,4.0,25.0,0.6666666666666666,1.275362800412609
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,51.3,1.6,Thành phố Thủ Đức,0.03118908382066277,3.0,17.099999999999998,1.0,0.9555114450274363
 Đã bàn giao,2.0,2.0,Loại Hạng Sang, Giấy tờ khác,Thô, Đông,Khác,KXĐ,80.0,3.3,Huyện Bình Chánh,0.041249999999999995,4.0,26.666666666666668,0.6666666666666666,1.4586150226995167
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,68.0,3.4,Quận Bình Thạnh,0.049999999999999996,4.0,22.666666666666668,0.6666666666666666,1.4816045409242156
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,75.0,4.1,Quận Bình Thạnh,0.05466666666666666,4.0,25.0,0.6666666666666666,1.62924053973028
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,Phải,52.0,3.1,Quận Bình Thạnh,0.05961538461538462,2.0,26.0,0.5,1.410986973710262
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,45.0,0.155,Khác,0.0034444444444444444,2.0,22.5,0.5,0.14410034397375684
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Giấy tờ khác,Cao cấp,Khác,Khác,KXĐ,92.0,5.45,Quận Tân Bình,0.059239130434782614,5.0,23.0,1.0,1.864080130807681
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,54.0,1.79,Khác,0.03314814814814815,4.0,18.0,0.6666666666666666,1.0260415958332743
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,Phải,70.0,4.1,Khác,0.058571428571428566,4.0,23.333333333333332,0.6666666666666666,1.62924053973028
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Đầy đủ,Khác,Khác,KXĐ,72.0,1.8,Khác,0.025,4.0,24.0,0.6666666666666666,1.0296194171811581
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đã có sổ,Đầy đủ, Bắc,Khác,Phải,80.0,1.9,Khác,0.02375,5.0,20.0,1.0,1.0647107369924282
 Đã bàn giao,1.0,1.0,Loại Văn Phòng, Giấy tờ khác,Thô, Tây Nam, Đông Bắc,KXĐ,52.0,2.5,Quận Bình Thạnh,0.04807692307692308,2.0,26.0,0.5,1.252762968495368
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,66.0,2.15,Thành phố Thủ Đức,0.03257575757575758,4.0,22.0,0.6666666666666666,1.1474024528375417
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đang chờ sổ,Thô, Đông Nam, Tây Bắc,KXĐ,55.0,1.65,Thành phố Thủ Đức,0.03,3.0,18.333333333333332,1.0,0.9745596399981308
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,91.0,1.85,Khác,0.02032967032967033,4.0,30.333333333333332,0.6666666666666666,1.0473189942805592
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô, Đông Nam, Tây Bắc,KXĐ,60.0,2.17,Quận Gò Vấp,0.036166666666666666,3.0,20.0,1.0,1.1537315878891892
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đang chờ sổ,Cao cấp, Đông, Tây,Phải,90.0,5.2,Quận Tân Bình,0.05777777777777778,5.0,22.5,1.0,1.824549292051046
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Thô, Đông Nam, Đông Nam,Phải,55.0,0.007,Khác,0.00012727272727272728,3.0,18.333333333333332,1.0,0.006975613736425242
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,73.0,3.65,Thành phố Thủ Đức,0.049999999999999996,4.0,24.333333333333332,0.6666666666666666,1.536867219599265
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông Bắc, Tây Nam,KXĐ,60.45,1.69,Thành phố Thủ Đức,0.027956989247311825,4.0,20.150000000000002,0.6666666666666666,0.9895411936137477
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp, Nam, Bắc,KXĐ,70.12,2.85,Khác,0.040644609241300624,4.0,23.373333333333335,0.6666666666666666,1.3480731482996928
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Cơ bản,Khác,Khác,Phải,54.0,2.45,Khác,0.04537037037037037,3.0,18.0,1.0,1.2383742310432684
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông, Tây,KXĐ,68.0,1.6,Quận Bình Tân,0.023529411764705882,4.0,22.666666666666668,0.6666666666666666,0.9555114450274363
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,68.0,2.4,Thành phố Thủ Đức,0.03529411764705882,4.0,22.666666666666668,0.6666666666666666,1.2237754316221157
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,60.0,2.02,Thành phố Thủ Đức,0.033666666666666664,3.0,20.0,1.0,1.1052568313867783
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,71.0,2.29,Thành phố Thủ Đức,0.03225352112676056,4.0,23.666666666666668,0.6666666666666666,1.1908875647772805
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp,Khác,Khác,KXĐ,85.0,3.65,Quận Tân Bình,0.04294117647058823,4.0,28.333333333333332,0.6666666666666666,1.536867219599265
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,60.0,2.45,Thành phố Thủ Đức,0.04083333333333334,4.0,20.0,0.6666666666666666,1.2383742310432684
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,65.0,2.15,Khác,0.03307692307692307,4.0,21.666666666666668,0.6666666666666666,1.1474024528375417
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,65.0,2.17,Khác,0.03338461538461538,4.0,21.666666666666668,0.6666666666666666,1.1537315878891892
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ,Khác,Khác,KXĐ,74.0,0.00235,Huyện Nhà Bè,3.175675675675676e-05,4.0,24.666666666666668,0.6666666666666666,0.0023472430683481376
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Giấy tờ khác,Đầy đủ,Khác, Đông Nam,KXĐ,49.0,1.85,Quận Tân Phú,0.03775510204081633,2.0,24.5,0.5,1.0473189942805592
 Đã bàn giao,5.0,5.0,Loại Tập Thể, Giấy tờ khác,Thô,Khác,Khác,KXĐ,100.0,0.89,Huyện Bình Chánh,0.0089,10.0,16.666666666666668,0.8333333333333334,0.636576829071551
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,85.0,3.85,Thành phố Thủ Đức,0.045294117647058825,5.0,21.25,1.0,1.5789787049493917
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,Phải,60.0,1.7,Thành phố Thủ Đức,0.028333333333333332,4.0,20.0,0.6666666666666666,0.9932517730102833
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,64.0,3.8,Thành phố Thủ Đức,0.059375,4.0,21.333333333333332,0.6666666666666666,1.5686159179138452
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,67.0,1.45,Quận Bình Tân,0.021641791044776117,3.0,22.333333333333332,1.0,0.8960880245566356
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,75.0,2.1,Thành phố Thủ Đức,0.028,4.0,25.0,0.6666666666666666,1.1314021114911006
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Đầy đủ,Khác,Khác,KXĐ,71.0,2.4,Khác,0.03380281690140845,3.0,23.666666666666668,1.0,1.2237754316221157
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Cơ bản,Khác,Khác,Phải,54.0,2.45,Khác,0.04537037037037037,3.0,18.0,1.0,1.2383742310432684
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô, Đông Nam, Đông Nam,KXĐ,75.0,2.58,Quận Bình Tân,0.0344,4.0,25.0,0.6666666666666666,1.275362800412609
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cao cấp, Tây Bắc,Khác,KXĐ,83.0,2.95,Khác,0.035542168674698796,4.0,27.666666666666668,0.6666666666666666,1.3737155789130306
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Cơ bản, Nam, Bắc,Phải,64.0,1.72,Quận Bình Tân,0.026875,4.0,21.333333333333332,0.6666666666666666,1.000631880307906
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Cơ bản, Đông Bắc, Đông Nam,Phải,67.0,2.35,Thành phố Thủ Đức,0.03507462686567164,4.0,22.333333333333332,0.6666666666666666,1.208960345836975
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Cao cấp, Đông Nam, Tây Bắc,KXĐ,55.0,2.0,Quận Bình Thạnh,0.03636363636363636,3.0,18.333333333333332,1.0,1.0986122886681098
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô, Đông Bắc, Tây Nam,KXĐ,50.0,1.75,Khác,0.035,4.0,16.666666666666668,0.6666666666666666,1.0116009116784799
 Đã bàn giao,3.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,109.0,4.68,Khác,0.04293577981651376,5.0,27.25,1.0,1.7369512327330598
 Chưa bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Đầy đủ,Khác,Khác,Phải,72.0,1.95,Khác,0.027083333333333334,4.0,24.0,0.6666666666666666,1.0818051703517284
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,40.0,0.295,Huyện Hóc Môn,0.007375,4.0,13.333333333333334,0.6666666666666666,0.25851069515150105
 Đã bàn giao,1.0,1.0,Loại Chung Cư, Đã có sổ,Đầy đủ,Khác,Khác,KXĐ,53.0,3.2,Quận Bình Thạnh,0.06037735849056604,2.0,26.5,0.5,1.4350845252893227
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,87.0,5.5,Khác,0.06321839080459771,4.0,29.0,0.6666666666666666,1.8718021769015913
 Chưa bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Cơ bản,Khác,Khác,KXĐ,51.0,1.38,Khác,0.027058823529411764,3.0,17.0,1.0,0.8671004876833833
 Chưa bàn giao,1.0,1.0,Loại Hạng Sang, Đang chờ sổ,Đầy đủ,Khác,Khác,KXĐ,40.0,1.05,Khác,0.026250000000000002,2.0,20.0,0.5,0.7178397931503169
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,70.0,3.6,Huyện Bình Chánh,0.05142857142857143,4.0,23.333333333333332,0.6666666666666666,1.5260563034950492
 Đã bàn giao,2.0,1.0,Loại Văn Phòng, Giấy tờ khác,Thô,Khác,Khác,KXĐ,53.0,2.05,Khác,0.038679245283018866,3.0,17.666666666666668,1.0,1.1151415906193203
 Đã bàn giao,2.0,1.0,Loại Hạng Sang, Đã có sổ,Thô,Khác,Khác,KXĐ,75.0,1.75,Khác,0.023333333333333334,3.0,25.0,1.0,1.0116009116784799
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô, Tây Nam, Đông Bắc,Phải,76.0,2.7,Huyện Bình Chánh,0.035526315789473684,4.0,25.333333333333332,0.6666666666666666,1.308332819650179
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,60.0,3.4,Thành phố Thủ Đức,0.056666666666666664,4.0,20.0,0.6666666666666666,1.4816045409242156
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,Phải,67.0,2.445,Thành phố Thủ Đức,0.036492537313432834,4.0,22.333333333333332,0.6666666666666666,1.236923904465622
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đang chờ sổ,Thô,Khác,Khác,KXĐ,65.0,1.8,Quận Gò Vấp,0.027692307692307693,4.0,21.666666666666668,0.6666666666666666,1.0296194171811581
 Đã bàn giao,2.0,2.0,Loại Chung Cư, Đã có sổ,Đầy đủ,Khác,Khác,KXĐ,72.0,1.8,Khác,0.025,4.0,24.0,0.6666666666666666,1.0296194171811581
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Đã có sổ,Thô,Khác,Khác,KXĐ,55.0,1.05,Huyện Bình Chánh,0.019090909090909092,3.0,18.333333333333332,1.0,0.7178397931503169
 Đã bàn giao,2.0,1.0,Loại Chung Cư, Giấy tờ khác,Thô,Khác,Khác,KXĐ,60.0,3.9,Khác,0.065,3.0,20.0,1.0,1.589235205116581
